party	member_name	question	answer	comment
Darbo partija	Vytautas Mazrimas	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Nei taip, nei ne	
Darbo partija	Vytautas Mazrimas	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Visiškai nesutinku	
Darbo partija	Vytautas Mazrimas	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Visiškai nesutinku	
Darbo partija	Vytautas Mazrimas	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Nei taip, nei ne	
Darbo partija	Zita Žvikienė	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Greičiau sutinku	
Darbo partija	Zita Žvikienė	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Greičiau sutinku	
Darbo partija	Zita Žvikienė	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Greičiau sutinku	
Darbo partija	Zita Žvikienė	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Visiškai sutinku	
Darbo partija	Zita Žvikienė	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Visiškai nesutinku	
Darbo partija	Zita Žvikienė	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Visiškai sutinku	
Darbo partija	Zita Žvikienė	14. Bausmės nusikaltėliams turi būti griežtinamos	Greičiau sutinku	
Darbo partija	Zita Žvikienė	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Greičiau sutinku	Tai skirtingi aspektai. Kad nebūtų daromi žmogaus teisių pažeidimai, galima daryti įtaką ir kitais būdais.
Darbo partija	Zita Žvikienė	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Greičiau sutinku	Vertinti reikėtų atskirus TV kanalus ir tada spręsti.
Darbo partija	Zita Žvikienė	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Greičiau sutinku	
Darbo partija	Zita Žvikienė	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Greičiau sutinku	
Darbo partija	Zita Žvikienė	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Greičiau sutinku	
Darbo partija	Zita Žvikienė	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Greičiau sutinku	
Darbo partija	Zita Žvikienė	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Greičiau sutinku	
Darbo partija	Zita Žvikienė	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Visiškai nesutinku	
Darbo partija	Zita Žvikienė	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Greičiau nesutinku	
Darbo partija	Zita Žvikienė	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Greičiau sutinku	
Lietuvos sąrašas	Darius Kuolys	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Visiškai sutinku	Lietuva turėtų laikytis senos europinės nuostatos: didesnes pajamas gaunantys turėtų kiek daugiau prisidėti prie bendros gerovės.
Lietuvos sąrašas	Darius Kuolys	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Nei taip, nei ne	Rūpindamasi bendra gerove, valstybė turėtų veiksmingai ginti laisvą rinką nuo monopolizavimo ir nesąžiningos konkurencijos, o užtikrindama nacionalinį saugumą turi turėti teisę į savarankišką ekonominę politiką.
Lietuvos sąrašas	Darius Kuolys	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Greičiau nesutinku	Dėl tokio sprendimo valstybėje galėtų būti socialinių partnerių sutarta, jei būtų veiksminga socialinė ir edukacinė bedarbystę patiriančių apsauga.
Lietuvos sąrašas	Darius Kuolys	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Nei taip, nei ne	
Lietuvos sąrašas	Darius Kuolys	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Nei taip, nei ne	Taikliai panaudota tokia priemonė gali būti veiksminga mažinant skurdą.
Lietuvos sąrašas	Darius Kuolys	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Visiškai nesutinku	Skirtingas metines pajamas gaunantys turėtų mokėti skirtingą pajamų mokestį.
Lietuvos sąrašas	Darius Kuolys	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Nei taip, nei ne	Mokyklų tinklas turi būti tobulinamas nuolatos, atsižvelgiant į ilgalaikę švietimo perspektyvą ir konkrečių bendruomenių poreikius bei ūkinį pagrįstumą.
Lietuvos sąrašas	Darius Kuolys	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Nei taip, nei ne	Lietuvos aplinkosaugos problema – ne mokesčiai, bet tiesiog nebeveikianti pati aplinkosaugos sistema. Nuo jos reanimavimo ir reikėtų pradėti.
Lietuvos sąrašas	Darius Kuolys	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Visiškai nesutinku	
Lietuvos sąrašas	Darius Kuolys	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Nei taip, nei ne	Į problemą reikėtų žiūrėti plačiau. Regis, būtų laikas peržiūrėti dabartinį lietuvių kalbos raidyną ir apsvarstyti galimybę įsivesti visas senojo lotyniško raidyno raides.
Lietuvos sąrašas	Darius Kuolys	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Nei taip, nei ne	Visi žmonės, gyvenantys bendrą gyvenimą ir norintys jį įteisinti, turi turėti galimybę tai padaryti.
Lietuvos sąrašas	Darius Kuolys	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Nei taip, nei ne	Lietuvai būtina gerai apgalvota, argumentuota ir nuosekli imigracijos politika, kuri neskatintų esamų Lietuvos gyventojų emigracijos.
Lietuvos sąrašas	Darius Kuolys	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Visiškai sutinku	Laisvas apsisprendimas yra svarbus. Tačiau Lietuvoje turėtų būti nuosekliau puoselėjama pagarbos gyvybei kultūra.
Lietuvos sąrašas	Darius Kuolys	14. Bausmės nusikaltėliams turi būti griežtinamos	Nei taip, nei ne	Gerokai didesnė Lietuvos problema yra ne bausmių švelnumas, bet jų išvengiamumas. Atsakomybė už nusikaltimus turi būti neišvengiama.
Lietuvos sąrašas	Darius Kuolys	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Greičiau nesutinku	Visi suvaržymai privalo būti adekvatūs, viešai aptarti, argumentuoti ir laikini.
Lietuvos sąrašas	Darius Kuolys	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Nei taip, nei ne	Turėtų būti peržiūrėtos ir viešai aptartos šios inspekcijos funkcijos bendrame valstybinės kalbos politikos įgyvendinimo kontekste.
Lietuvos sąrašas	Darius Kuolys	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Visiškai nesutinku	Lietuva turi nuosekliai laikyti nusistatytos energetikos ir nacionalinio saugumo politikos ir priimtų įstatymų.
Lietuvos sąrašas	Darius Kuolys	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Visiškai nesutinku	Lietuva pati laikytis ir siekti nuoseklios ES užsienio politikos.
Lietuvos sąrašas	Darius Kuolys	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Nei taip, nei ne	Lietuva šiandien karinį biudžetą yra sutapatinusi su gynybos biudžetu. Nacionalinio saugumo ir gynybos problemos yra gerokai sudėtingesnės ir turėtų būti suvokiamos ir sprendžiamos kompleksiškai.
Lietuvos sąrašas	Darius Kuolys	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Greičiau sutinku	Lietuva savo užsienio politikos principus turėtų nuosekliau įgyvendinti veiksmais, o ne retorika.
Lietuvos sąrašas	Darius Kuolys	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Nei taip, nei ne	Lietuvai šiandien reikia aktyvių santykių su Baltarusia, remiant visuomenės kovą už pilietines, politines teises ir šios valstybės suverenumą. Ekonominio bendradarbiavimo atsisakymas, siaurinimas nebūtinai turėtų būti tokių santykių sąlyga.
Lietuvos sąrašas	Darius Kuolys	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Greičiau nesutinku	Lietuvos piliečiai turi turėti laisvą informacinę erdvę, kurioje padėti susivokti privalo edukacinė sistema.
Lietuvos sąrašas	Darius Kuolys	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Greičiau sutinku	Lietuvos užsienio politika turėtų būti nuosekli, be stipresnių šizofrenijos apraiškų.
Lietuvos sąrašas	Darius Kuolys	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Nei taip, nei ne	Gal šiuo atveju Lietuva galėtų pamėginti imtis moderuojančios pozicijos.
Lietuvos sąrašas	Darius Kuolys	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Nei taip, nei ne	Kiekvienu atveju svarbu, dėl ko tos pozicijos išsiskyrė.
Lietuvos sąrašas	Darius Kuolys	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Visiškai sutinku	Taip, jeigu Lietuvos pilietybė yra įgyta gimstant.
Lietuvos sąrašas	Darius Kuolys	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Nei taip, nei ne	Dėl ES ateities projekto reikalingos plačios viešos diskusijos. Regis, Lietuva turėtų būti suinteresuota gilesne integracija socialinės politikos plotmėje, bet savarankiškumu ir galių išsaugojimu švietimo, kultūros, mokslo ir kitose srityse.
Lietuvos sąrašas	Darius Kuolys	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Greičiau sutinku	Ši lenta buvo pašalinta neteisėtai, be viešų svarstymų, žodiniu mero nurodymu. Tad vienoks ar kitoks apsisprendimas šiuo klausimu turėtų būti viešai išdiskutuotas ir istoriniais tyrimais pagrįstas.
Lietuvos sąrašas	Darius Kuolys	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Greičiau nesutinku	Pagrįstai neigiamai vertindamas P. Cvirkos politinę veiklą, Vilnius turėtų istorijai išsaugoti bent vieną kitą sovietinės viešosios erdvės reliktą.
Lietuvos sąrašas	Darius Kuolys	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Nei taip, nei ne	Vilniaus savivaldybė, ne vienasmeniškai meras, gali imtis ir nevienareikšmiškų sprendimų, tačiau jie privalo būti viešai išdiskutuoti ir argumentuoti. Deja, sprendimas dėl Lukiškių aikštės net pačioje savivaldybėje nebuvo aptartas ir pagrįstas.
Lietuvos sąrašas	Darius Kuolys	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Visiškai nesutinku	
Lietuvos sąrašas	Darius Kuolys	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Visiškai nesutinku	Tokiu atveju politinis susvetimėjimas Lietuvoje dar labiau išaugtų, parlamentinių partijų uždarumas padidėtų.
Lietuvos sąrašas	Darius Kuolys	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Visiškai sutinku	Su sąlyga, kad pati savivalda būtų nuosekliai plečiama ir stiprinama, kad ji iš vietvaldos taptų tikra savivalda.
Nepriklauso jokiai partijai	Antanas Vinkus	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Greičiau sutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Visiškai nesutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Greičiau nesutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Greičiau nesutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Nei taip, nei ne	
Nepriklauso jokiai partijai	Antanas Vinkus	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Greičiau nesutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Visiškai nesutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Nei taip, nei ne	
Nepriklauso jokiai partijai	Antanas Vinkus	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Visiškai nesutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Greičiau nesutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Visiškai nesutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Visiškai nesutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Greičiau nesutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	14. Bausmės nusikaltėliams turi būti griežtinamos	Greičiau sutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Greičiau nesutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Visiškai nesutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Visiškai nesutinku	
Nepriklauso jokiai partijai	Antanas Vinkus	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Neturiu nuomonės	
Nepriklauso jokiai partijai	Antanas Vinkus	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Greičiau nesutinku	
